Week,Activity,Count,"Distance (miles)","Ride Time","Ride Time (secs)","Ascent (feet)","Descent (feet)",Calories,"Average Distance (miles)","Average Ride Time","Average Ride Time (secs)","Average Ascent (feet)","Average Descent (feet)","Average Calories","Average Speed (mph)","Average Pace","Average Pace (secs)","Fastest Speed (mph)","Fastest Pace","Fastest Pace (secs)",Steps,"Maximum Cadence (steps/min)","Average Cadence (steps/min)","Maximum Heart Rate (bpm)","Average Heart Rate (bpm)","Maximum Cadence (rpm)","Average Cadence (rpm)","Maximum Power (watts)","Average Power (watts)","Normalized Power (watts)","Average Power Balance (%)","Power Output (kJ)","Variability Index","Max NP (0:20)","Max NP (1:00)","Max NP (5:00)","Max NP (10:00)","Max NP (20:00)","Max NP (1:00:00)"
2017-07-23,Walk,1,10.29,2:24:43,8683,1114,1085,1577,10.29,2:24:43,8683,1114,1085,1577,4.27,0:14:04,844,12.37,0:04:51,291,8223,180,57,0,0,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2017-07-30,Cycle,2,26.31,4:51:44,17504,2291,2286,3060,13.15,2:25:52,8752,1145,1143,1530,5.41,0:11:05,665,17.80,0:03:22,202,11770,135,76,209,145,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2017-08-06,Cycle,3,31.56,6:25:01,23101,3169,2736,2141,10.52,2:08:20,7700,1056,912,714,4.92,0:12:12,732,23.86,0:02:31,151,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2017-08-13,Cycle,2,16.25,3:29:25,12565,1640,1365,1710,8.12,1:44:42,6282,820,683,855,4.66,0:12:53,773,21.36,0:02:49,169,0,0,0,173,136,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2017-08-20,Cycle,2,40.43,8:10:57,29457,6668,7706,2121,20.21,4:05:29,14729,3334,3853,1060,4.94,0:12:09,729,28.10,0:02:08,128,0,0,0,171,120,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2017-08-27,Cycle,1,6.18,1:30:29,5429,877,845,494,6.18,1:30:29,5429,877,845,494,4.10,0:14:38,878,17.27,0:03:28,208,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2017-09-03,Cycle,1,13.10,2:06:39,7599,719,742,843,13.10,2:06:39,7599,719,742,843,6.21,0:09:40,580,40.64,0:01:29,89,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2017-09-10,Cycle,1,11.50,1:46:15,6375,700,723,665,11.50,1:46:15,6375,700,723,665,6.50,0:09:14,554,16.25,0:03:42,222,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2017-09-17,Cycle,1,11.51,1:54:37,6877,749,776,19,11.51,1:54:37,6877,749,776,19,6.02,0:09:58,598,16.54,0:03:38,218,0,0,0,94,84,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2017-09-24,Cycle,2,12.67,2:55:19,10519,926,915,2036,6.34,1:27:39,5259,463,457,1018,4.34,0:13:50,830,15.12,0:03:58,238,0,0,0,189,128,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2017-10-01,Cycle,3,51.11,9:27:10,34030,3703,9638,4687,17.04,3:09:03,11343,1234,3213,1562,5.41,0:11:06,666,42.58,0:01:25,85,0,0,0,184,145,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2017-10-08,Cycle,2,26.41,3:14:21,11661,1498,5079,1240,13.21,1:37:11,5831,749,2540,620,8.15,0:07:22,442,49.62,0:01:13,73,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2017-10-15,Cycle,1,11.46,1:41:19,6079,886,797,1488,11.46,1:41:19,6079,886,797,1488,6.79,0:08:50,530,15.19,0:03:57,237,0,0,0,187,147,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2017-10-22,Cycle,2,15.01,2:28:29,8909,1157,1170,922,7.51,1:14:14,4454,579,585,461,6.07,0:09:53,593,18.67,0:03:13,193,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2017-10-29,Cycle,1,18.39,2:49:06,10146,1550,1521,1008,18.39,2:49:06,10146,1550,1521,1008,6.53,0:09:12,552,16.37,0:03:40,220,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2017-11-05,Cycle,2,18.30,3:17:29,11849,2042,2007,1224,9.15,1:38:45,5925,1021,1004,612,5.56,0:10:47,647,20.10,0:02:59,179,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2017-11-19,Cycle,3,24.31,4:55:55,17755,2394,3165,3086,8.10,1:38:38,5918,798,1055,1029,4.93,0:12:10,730,33.76,0:01:47,107,0,0,0,205,134,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2017-11-19,Walk,2,3.69,2:33:15,9195,1333,1267,1380,1.84,1:16:38,4598,666,634,690,1.44,0:41:34,2494,4.40,0:13:38,818,6790,127,70,153,107,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2017-12-03,Cycle,2,14.92,4:05:08,14708,2383,2388,2075,7.46,2:02:34,7354,1191,1194,1038,3.65,0:16:26,986,18.97,0:03:10,190,0,0,0,182,140,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2017-12-10,Cycle,2,21.09,4:01:12,14472,2648,2595,2282,10.55,2:00:36,7236,1324,1298,1141,5.25,0:11:26,686,26.45,0:02:16,136,0,0,0,186,129,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2017-12-17,Cycle,3,22.83,5:24:52,19492,3017,2968,4389,7.61,1:48:17,6497,1006,989,1463,4.22,0:14:14,854,40.78,0:01:28,88,0,0,0,175,137,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2017-12-24,Cycle,2,60.90,4:42:12,16932,2130,6515,3098,30.45,2:21:06,8466,1065,3258,1549,12.95,0:04:38,278,53.72,0:01:07,67,0,0,0,191,120,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2017-12-31,Cycle,3,30.85,5:56:25,21385,3409,3375,3579,10.28,1:58:48,7128,1136,1125,1193,5.19,0:11:33,693,23.41,0:02:34,154,0,0,0,178,131,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-01-07,Cycle,2,15.08,3:13:27,11607,1550,2037,1734,7.54,1:36:44,5804,775,1018,867,4.68,0:12:50,770,18.21,0:03:18,198,0,0,0,170,148,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-01-07,Walk,1,3.16,2:12:42,7962,623,574,569,3.16,2:12:42,7962,623,574,569,1.43,0:41:57,2517,4.38,0:13:43,823,8462,123,64,0,0,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-01-14,Cycle,1,5.75,1:06:54,4014,640,632,853,5.75,1:06:54,4014,640,632,853,5.16,0:11:38,698,22.71,0:02:38,158,0,0,0,166,132,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-01-14,Walk,1,2.01,1:24:59,5099,276,561,502,2.01,1:24:59,5099,276,561,502,1.42,0:42:21,2541,3.88,0:15:28,928,5522,129,65,110,86,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-01-21,Cycle,2,24.58,4:45:37,17137,2629,2634,2398,12.29,2:22:49,8569,1314,1317,1199,5.16,0:11:37,697,22.22,0:02:42,162,0,0,0,179,136,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-01-28,Cycle,1,4.88,0:55:24,3324,653,660,844,4.88,0:55:24,3324,653,660,844,5.28,0:11:21,681,22.13,0:02:43,163,0,0,0,169,148,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-02-04,Cycle,3,36.17,6:43:49,24229,4129,4088,4201,12.06,2:14:36,8076,1376,1363,1400,5.37,0:11:10,670,26.38,0:02:16,136,0,0,0,175,130,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-02-18,Cycle,1,10.13,2:23:38,8618,926,916,1580,10.13,2:23:38,8618,926,916,1580,4.23,0:14:11,851,33.00,0:01:49,109,0,0,0,165,120,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-02-25,Cycle,1,9.71,2:06:17,7577,1330,1338,1719,9.71,2:06:17,7577,1330,1338,1719,4.62,0:13:00,780,17.29,0:03:28,208,0,0,0,173,137,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-03-18,Cycle,1,8.72,1:46:15,6375,984,985,1471,8.72,1:46:15,6375,984,985,1471,4.92,0:12:11,731,16.09,0:03:44,224,0,0,0,166,139,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-03-25,Cycle,3,18.30,4:52:05,17525,2620,3102,2829,6.10,1:37:22,5842,873,1034,943,3.76,0:15:58,958,187.42,0:00:19,19,0,0,0,166,126,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-03-25,Walk,1,3.90,2:58:52,10732,797,1607,9,3.90,2:58:52,10732,797,1607,9,1.31,0:45:53,2753,12.38,0:04:51,291,6686,122,37,90,86,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-04-01,Cycle,2,17.44,3:36:42,13002,1868,1991,2238,8.72,1:48:21,6501,934,995,1119,4.83,0:12:26,746,29.41,0:02:02,122,0,0,0,171,139,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-04-15,Cycle,1,8.48,1:47:33,6453,959,950,765,8.48,1:47:33,6453,959,950,765,4.73,0:12:41,761,15.40,0:03:54,234,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-04-22,Cycle,3,43.18,7:10:10,25810,4073,4117,4948,14.39,2:23:23,8603,1358,1372,1649,6.02,0:09:58,598,53.51,0:01:07,67,0,0,0,206,134,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-04-29,Cycle,2,15.36,3:18:16,11896,1740,1756,2126,7.68,1:39:08,5948,870,878,1063,4.65,0:12:54,774,22.33,0:02:41,161,0,0,0,184,144,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-05-06,Cycle,2,13.71,2:37:36,9456,1496,1514,2318,6.86,1:18:48,4728,748,757,1159,5.22,0:11:29,689,17.21,0:03:29,209,0,0,0,178,144,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-05-13,Cycle,3,29.10,6:52:48,24768,3554,3589,5654,9.70,2:17:36,8256,1185,1196,1885,4.23,0:14:11,851,17.78,0:03:22,202,0,0,0,183,137,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-05-13,Run,1,9.92,1:38:33,5913,0,0,531,9.92,1:38:33,5913,0,0,531,6.04,0:09:56,596,12.53,0:04:47,287,8517,141,86,119,83,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-05-20,Cycle,2,13.10,2:52:15,10335,1677,1674,2340,6.55,1:26:08,5168,839,837,1170,4.56,0:13:09,789,19.51,0:03:04,184,0,0,0,169,136,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-05-27,Cycle,2,32.81,5:41:58,20518,3414,3454,4583,16.41,2:50:59,10259,1707,1727,2291,5.76,0:10:25,625,25.05,0:02:24,144,0,0,0,200,135,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-06-03,Cycle,3,62.79,9:44:51,35091,6321,6374,7725,20.93,3:14:57,11697,2107,2125,2575,6.44,0:09:19,559,28.25,0:02:07,127,0,0,0,200,139,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-06-10,Cycle,2,34.88,6:23:49,23029,3840,3891,5311,17.44,3:11:54,11514,1920,1945,2655,5.45,0:11:00,660,27.46,0:02:11,131,0,0,0,182,139,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-06-17,Cycle,1,9.52,1:32:53,5573,860,846,1353,9.52,1:32:53,5573,860,846,1353,6.15,0:09:46,586,19.81,0:03:02,182,0,0,0,176,143,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-06-24,Cycle,2,24.85,5:55:04,21304,3514,4624,2524,12.43,2:57:32,10652,1757,2312,1262,4.20,0:14:17,857,35.18,0:01:42,102,0,0,0,153,101,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-07-01,Cycle,2,31.69,5:44:06,20646,3577,3568,2971,15.84,2:52:03,10323,1789,1784,1485,5.53,0:10:52,652,24.87,0:02:25,145,0,0,0,183,142,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-07-08,Cycle,2,36.28,6:26:37,23197,3816,3795,5482,18.14,3:13:19,11599,1908,1898,2741,5.63,0:10:39,639,27.06,0:02:13,133,0,0,0,179,140,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-07-15,Cycle,3,54.86,9:51:06,35466,3760,7347,6386,18.29,3:17:02,11822,1253,2449,2129,5.57,0:10:47,647,43.73,0:01:22,82,0,0,0,175,135,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-07-22,Cycle,2,22.07,4:42:17,16937,3219,3981,1216,11.03,2:21:08,8468,1610,1990,608,4.69,0:12:47,767,27.72,0:02:10,130,0,0,0,167,90,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-07-29,Cycle,2,15.45,2:56:29,10589,1523,1548,2448,7.72,1:28:15,5295,761,774,1224,5.25,0:11:26,686,21.89,0:02:44,164,0,0,0,173,138,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-08-05,Cycle,2,20.78,3:22:24,12144,1702,1611,2353,10.39,1:41:12,6072,851,806,1177,6.16,0:09:44,584,23.46,0:02:33,153,0,0,0,189,130,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-09-02,Cycle,1,5.20,1:15:32,4532,273,764,395,5.20,1:15:32,4532,273,764,395,4.13,0:14:32,872,15.13,0:03:58,238,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-09-09,Cycle,2,11.63,2:29:31,8971,1346,1351,2254,5.82,1:14:46,4486,673,676,1127,4.67,0:12:51,771,22.27,0:02:42,162,0,0,0,176,146,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-09-16,Cycle,4,37.12,7:37:38,27458,4299,3929,4072,9.28,1:54:25,6865,1075,982,1018,4.87,0:12:20,740,53.00,0:01:08,68,0,0,0,186,132,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-09-23,Cycle,1,9.70,2:08:36,7716,1312,1284,688,9.70,2:08:36,7716,1312,1284,688,4.53,0:13:15,795,16.31,0:03:41,221,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-09-30,Cycle,3,23.02,5:14:45,18885,3159,3159,2226,7.67,1:44:55,6295,1053,1053,742,4.39,0:13:40,820,16.78,0:03:34,214,0,0,0,184,153,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-10-07,Cycle,3,12.47,2:57:42,10662,2268,2322,1139,4.16,0:59:14,3554,756,774,380,4.21,0:14:15,855,19.32,0:03:06,186,0,0,0,168,142,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-10-14,Cycle,3,19.62,4:19:02,15542,3110,3149,3809,6.54,1:26:21,5181,1037,1050,1270,4.54,0:13:12,792,15.09,0:03:59,239,0,0,0,174,145,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-10-21,Cycle,4,20.28,5:05:56,18356,3414,3364,4486,5.07,1:16:29,4589,854,841,1121,3.98,0:15:05,905,15.94,0:03:46,226,0,0,0,176,143,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-10-28,Cycle,2,18.74,3:14:36,11676,2543,2236,2529,9.37,1:37:18,5838,1271,1118,1264,5.78,0:10:23,623,49.54,0:01:13,73,0,0,0,173,132,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-11-04,Cycle,2,11.11,2:15:06,8106,1437,1453,1908,5.56,1:07:33,4053,719,726,954,4.93,0:12:10,730,19.12,0:03:08,188,0,0,0,171,140,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-11-11,Cycle,3,15.23,3:10:20,11420,2424,2420,2511,5.08,1:03:27,3807,808,807,837,4.80,0:12:30,750,18.11,0:03:19,199,0,0,0,166,134,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-11-18,Cycle,4,29.43,5:59:29,21569,2737,3699,4662,7.36,1:29:52,5392,684,925,1166,4.91,0:12:13,733,21.34,0:02:49,169,0,0,0,166,132,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-11-18,Walk,2,2.43,1:33:44,5624,411,304,631,1.22,0:46:52,2812,205,152,316,1.56,0:38:30,2310,3.47,0:17:18,1038,4369,109,58,130,91,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-12-09,Cycle,3,27.94,5:05:10,18310,2555,2545,4105,9.31,1:41:43,6103,852,848,1368,5.49,0:10:55,655,23.36,0:02:34,154,0,0,0,174,135,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-12-16,Cycle,5,29.93,6:25:28,23128,5090,5073,5388,5.99,1:17:06,4626,1018,1015,1078,4.66,0:12:53,773,17.36,0:03:27,207,0,0,0,169,139,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-12-23,Cycle,3,21.03,5:06:00,18360,3294,3230,4294,7.01,1:42:00,6120,1098,1077,1431,4.12,0:14:33,873,20.86,0:02:53,173,0,0,0,173,140,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2018-12-30,Cycle,3,17.52,4:16:37,15397,2910,2957,3295,5.84,1:25:32,5132,970,986,1098,4.10,0:14:39,879,21.80,0:02:45,165,0,0,0,168,132,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-01-06,Cycle,3,28.87,6:12:09,22329,4444,4392,5362,9.62,2:04:03,7443,1481,1464,1787,4.65,0:12:54,774,19.25,0:03:07,187,0,0,0,173,142,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-01-20,Cycle,4,23.84,4:56:26,17786,3906,3863,4356,5.96,1:14:07,4447,976,966,1089,4.83,0:12:26,746,19.22,0:03:07,187,0,0,0,174,144,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-01-27,Cycle,1,14.86,2:38:41,9521,1525,1431,2075,14.86,2:38:41,9521,1525,1431,2075,5.62,0:10:41,641,16.77,0:03:35,215,0,0,0,171,133,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-02-03,Cycle,2,10.22,2:29:30,8970,1675,1659,1997,5.11,1:14:45,4485,837,829,998,4.10,0:14:38,878,16.97,0:03:32,212,0,0,0,168,135,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-02-10,Cycle,1,8.31,1:29:01,5341,1061,1041,1215,8.31,1:29:01,5341,1061,1041,1215,5.60,0:10:43,643,17.91,0:03:21,201,0,0,0,173,138,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-02-17,Cycle,1,4.08,1:04:04,3844,626,607,950,4.08,1:04:04,3844,626,607,950,3.82,0:15:41,941,12.68,0:04:44,284,0,0,0,175,146,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-02-24,Cycle,3,18.20,3:47:06,13626,2932,2880,3379,6.07,1:15:42,4542,977,960,1126,4.81,0:12:29,749,25.14,0:02:23,143,0,0,0,183,145,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-03-03,Cycle,2,6.94,1:44:55,6295,1576,1531,1574,3.47,0:52:27,3147,788,766,787,3.97,0:15:07,907,16.02,0:03:45,225,0,0,0,174,146,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-03-10,Cycle,2,16.40,2:56:26,10586,2142,1851,2390,8.20,1:28:13,5293,1071,925,1195,5.58,0:10:46,646,47.04,0:01:17,77,0,0,0,175,136,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-03-17,Cycle,1,5.29,1:37:28,5848,1068,1089,1337,5.29,1:37:28,5848,1068,1089,1337,3.26,0:18:24,1104,16.46,0:03:39,219,0,0,0,173,137,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-03-24,Cycle,3,19.57,5:04:00,18240,3523,2753,4365,6.52,1:41:20,6080,1174,918,1455,3.86,0:15:32,932,22.74,0:02:38,158,0,0,0,173,141,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-03-24,Walk,1,7.70,3:58:12,14292,1738,1719,2032,7.70,3:58:12,14292,1738,1719,2032,1.94,0:30:55,1855,3.92,0:15:19,919,19407,139,81,139,103,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-03-31,Cycle,2,10.86,2:09:44,7784,1617,1643,1882,5.43,1:04:52,3892,809,821,941,5.02,0:11:56,716,21.07,0:02:51,171,0,0,0,173,142,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-04-07,Cycle,4,30.80,5:59:04,21544,3909,3930,5460,7.70,1:29:46,5386,977,983,1365,5.15,0:11:39,699,17.55,0:03:25,205,0,0,0,181,147,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-04-14,Cycle,4,33.91,6:31:31,23491,3925,3967,5400,8.48,1:37:53,5873,981,992,1350,5.20,0:11:33,693,21.51,0:02:47,167,0,0,0,173,138,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-04-21,Cycle,3,20.46,4:33:43,16423,2610,2599,3918,6.82,1:31:14,5474,870,866,1306,4.49,0:13:23,803,18.47,0:03:15,195,0,0,0,173,141,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-04-28,Cycle,3,23.53,4:19:48,15588,2899,2616,3399,7.84,1:26:36,5196,966,872,1133,5.44,0:11:02,662,50.14,0:01:12,72,0,0,0,171,133,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-05-05,Cycle,2,10.73,2:15:00,8100,1516,1538,1648,5.37,1:07:30,4050,758,769,824,4.77,0:12:35,755,17.64,0:03:24,204,0,0,0,163,127,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-05-12,Cycle,2,11.38,2:19:39,8379,1713,1720,2029,5.69,1:09:50,4190,857,860,1014,4.89,0:12:17,737,27.12,0:02:13,133,0,0,0,176,143,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-05-19,Cycle,1,11.18,1:59:13,7153,1068,1249,1518,11.18,1:59:13,7153,1068,1249,1518,5.63,0:10:40,640,49.58,0:01:13,73,0,0,0,169,131,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-05-26,Cycle,4,32.36,5:38:31,20311,3519,3474,4866,8.09,1:24:38,5078,880,868,1217,5.74,0:10:28,628,20.29,0:02:57,177,0,0,0,177,142,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-06-02,Cycle,2,11.93,2:25:02,8702,1775,1752,2184,5.97,1:12:31,4351,887,876,1092,4.94,0:12:09,729,18.38,0:03:16,196,0,0,0,179,146,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-06-09,Cycle,3,17.43,3:16:15,11775,2834,2574,2690,5.81,1:05:25,3925,945,858,897,5.33,0:11:16,676,46.18,0:01:18,78,0,0,0,172,138,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-06-16,Cycle,4,34.50,6:32:37,23557,4861,4766,5498,8.63,1:38:09,5889,1215,1192,1374,5.27,0:11:23,683,16.15,0:03:43,223,0,0,0,171,139,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-06-23,Cycle,4,32.91,5:36:14,20174,3751,3735,4766,8.23,1:24:03,5043,938,934,1192,5.87,0:10:13,613,20.74,0:02:54,174,0,0,0,173,140,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-06-30,Cycle,3,40.42,7:00:16,25216,1739,8976,4281,13.47,2:20:05,8405,580,2992,1427,5.77,0:10:24,624,48.62,0:01:14,74,0,0,0,168,114,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-07-07,Cycle,2,9.55,2:14:51,8091,1693,1630,1974,4.78,1:07:25,4045,846,815,987,4.25,0:14:07,847,16.26,0:03:41,221,0,0,0,170,144,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-07-14,Cycle,4,28.28,4:52:20,17540,3550,3604,4036,7.07,1:13:05,4385,888,901,1009,5.80,0:10:20,620,44.03,0:01:22,82,0,0,0,176,138,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-07-21,Cycle,6,35.12,7:57:37,28657,3829,4796,4985,5.85,1:19:36,4776,638,799,831,4.41,0:13:36,816,49.38,0:01:13,73,0,0,0,173,126,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-07-28,Cycle,4,22.53,6:49:36,24576,2344,2424,5302,5.63,1:42:24,6144,586,606,1326,3.30,0:18:11,1091,14.88,0:04:02,242,0,0,0,164,132,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-08-04,Cycle,4,22.04,4:27:42,16062,3520,3394,3423,5.51,1:06:56,4016,880,849,856,4.94,0:12:09,729,50.19,0:01:12,72,0,0,0,169,131,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-08-11,Cycle,4,32.05,6:01:16,21676,4005,4113,4750,8.01,1:30:19,5419,1001,1028,1187,5.32,0:11:16,676,24.01,0:02:30,150,0,0,0,170,134,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-08-25,Cycle,4,15.09,3:27:35,12455,2606,2654,3084,3.77,0:51:54,3114,652,664,771,4.36,0:13:45,825,22.04,0:02:43,163,0,0,0,176,145,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-09-01,Cycle,4,26.04,4:43:41,17021,3624,3753,4047,6.51,1:10:55,4255,906,938,1012,5.51,0:10:54,654,43.66,0:01:22,82,0,0,0,173,140,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-09-08,Cycle,4,20.41,3:48:53,13733,3112,3181,3396,5.10,0:57:13,3433,778,795,849,5.35,0:11:13,673,23.25,0:02:35,155,0,0,0,172,145,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-09-15,Cycle,5,32.46,6:55:48,24948,5000,4969,6070,6.49,1:23:10,4990,1000,994,1214,4.68,0:12:49,769,23.74,0:02:32,152,0,0,0,173,143,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-09-22,Cycle,2,16.05,3:02:38,10958,2200,2274,2653,8.03,1:31:19,5479,1100,1137,1327,5.27,0:11:23,683,21.05,0:02:51,171,0,0,0,177,142,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-09-29,Cycle,5,32.11,6:45:07,24307,5780,5892,6099,6.42,1:21:01,4861,1156,1178,1220,4.76,0:12:37,757,49.21,0:01:13,73,0,0,0,178,146,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-10-06,Cycle,4,36.50,9:34:59,34499,4537,4475,7563,9.13,2:23:45,8625,1134,1119,1891,3.81,0:15:45,945,49.19,0:01:13,73,0,0,0,168,133,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-10-13,Cycle,2,15.03,3:29:18,12558,1722,1753,2853,7.52,1:44:39,6279,861,876,1426,4.31,0:13:56,836,48.86,0:01:14,74,0,0,0,175,137,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-10-20,Cycle,3,19.81,3:53:56,14036,2768,2793,3459,6.60,1:17:59,4679,923,931,1153,5.08,0:11:49,709,48.71,0:01:14,74,0,0,0,173,144,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-10-27,Cycle,3,22.54,4:06:32,14792,3560,3636,2947,7.51,1:22:11,4931,1187,1212,982,5.49,0:10:56,656,49.46,0:01:13,73,0,0,0,173,143,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
